fileid,volume,phase,craft,target,instrument,filter,note
C1630335,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630337,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,CH4_JS,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630339,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630342,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630344,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630346,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630349,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630351,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630353,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GREAT RED SPOT 2X3 NA O/V MOSAIC; GRS NEAR TERMINATOR
C1630443,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,VIOLET,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630445,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630447,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630449,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630451,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630453,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630548,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630550,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630552,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630554,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630556,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630558,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630600,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630602,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630604,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630606,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630608,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630610,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630612,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630614,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630616,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630618,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630620,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630622,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630624,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630626,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630628,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630630,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630632,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,WA SUPPORT IMAGING FOR IRIS (MULTISPECTRAL)
C1630639,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630640,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,SCAN OF THE TERMINATOR
C1630641,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630643,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630644,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,SCAN OF THE TERMINATOR
C1630645,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630647,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630648,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,CH4_JS,SCAN OF THE TERMINATOR
C1630649,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630651,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630652,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,SCAN OF THE TERMINATOR
C1630653,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630655,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630656,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,SCAN OF THE TERMINATOR
C1630657,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630659,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630700,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,SCAN OF THE TERMINATOR
C1630701,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630703,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630704,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,CH4_JS,SCAN OF THE TERMINATOR
C1630705,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630707,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630709,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630711,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF THE TERMINATOR
C1630712,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,SCAN OF THE TERMINATOR
C1630713,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF THE TERMINATOR
C1630715,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630717,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630719,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630721,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630723,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630725,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630727,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630729,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630731,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630733,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630735,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630737,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630739,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630741,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630743,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630745,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630747,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630749,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630751,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,GREEN WA SUPPORT IMAGING FOR IRIS
C1630753,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,GREEN WA SUPPORT IMAGING FOR IRIS
C1630755,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,GREEN WA SUPPORT IMAGING FOR IRIS
C1630803,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630805,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,VIOLET,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630807,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630809,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630811,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630813,VGISS_5115,Jupiter,Voyager1,Callisto,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630824,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630826,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,VIOLET,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630828,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630830,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630832,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630834,VGISS_5115,Jupiter,Voyager1,Ganymede,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 6 NA
C1630841,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630842,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630843,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630845,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630846,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630847,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630849,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630850,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,CH4_JS,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630851,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630853,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630854,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630855,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630857,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630858,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630859,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630901,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630902,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630903,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630905,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630906,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,CH4_JS,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630907,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630909,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630910,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630911,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630913,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630914,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630915,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,ATMOS DYNAMICS RETARGETABLE PATTERN - TRACK CLOUDS
C1630918,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630920,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630922,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630924,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630926,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630928,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630930,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630932,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630934,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630936,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630938,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630940,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630942,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630944,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630946,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1630951,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630952,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630953,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,UV,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630955,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630956,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,ORANGE,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630957,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,UV,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1630959,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631000,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631001,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,UV,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631003,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631004,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631005,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,UV,ATMOS DYNAMICS RETARGETABLE 2X2 MOSAIC - TRACK CLOUDS G/UV
C1631007,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF BARGE AND JET STREAM
C1631008,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,SCAN OF BARGE AND JET STREAM
C1631009,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF BARGE AND JET STREAM
C1631011,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF BARGE AND JET STREAM
C1631012,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,VIOLET,SCAN OF BARGE AND JET STREAM
C1631013,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF BARGE AND JET STREAM
C1631015,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,SCAN OF BARGE AND JET STREAM
C1631016,VGISS_5115,Jupiter,Voyager1,Jupiter,Wide,GREEN,SCAN OF BARGE AND JET STREAM
C1631017,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,SCAN OF BARGE AND JET STREAM
C1631020,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631022,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631024,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631026,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631028,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631030,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631032,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631034,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631036,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631038,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631040,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631042,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631044,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631046,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631048,VGISS_5115,Jupiter,Voyager1,Jupiter,Narrow,VIOLET,GLOBAL MAP SCANNING NORTH SOUTH ALTERNATES ORANGE/VIOLET 356 FRAMES
C1631112,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631116,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631120,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631245,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,VIOLET,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631247,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631249,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631251,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631253,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
C1631255,VGISS_5115,Jupiter,Voyager1,Europa,Narrow,CLEAR,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE
